has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.jyxeuz.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.mtbuiy.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.mvzyfc.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.okxdbp.top/jp.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,https://pl.lnpost-lupappokupka.tech/payment/49952963630/pl/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,https://pl.lnpost-lupappokupka.tech/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.pxsthw.top/jp.php,1
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,8,2,6,24,1,0,0,408,0,4,1,13,0,0,1,0,0,0,16,0,0,0,1,1,0,http://rftktofficial.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.sjkppt.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.svmm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.thkray.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.trea.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.usbgeb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.vcuu.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.vrne.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.wiphfb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeaas.ywqcdn.top/jp.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,13,0,0,0,25,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,https://track-uspspackage.gotdns.ch/update,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.dwkxch.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.ffreon.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.idgton.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.latofm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.okhusg.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.scah.top/jp.php,1
1,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,14,1,5,58,1,0,0,1661,0,25,1,64,0,0,0,0,0,0,16,1,0,0,0,44,0,http://metamlask.com,1
1,1,1,0,0,1,0,1,0,0,0,4,10,0,0,2,0,0,3,8,32,55,1,1,1,3158,1,66,10,125,0,0,1,1,1,1,34,1,0,0,0,13,0,http://opensea-blog.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.wzpclp.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeeeaas.zukhro.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.adyjox.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.iidxia.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.qsnbpy.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.svmm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.taiujf.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.txgkcn.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.ujtv.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.usbgeb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.xesana.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeesaas.cxnpua.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeesaas.gbaiwf.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeesaas.iprzwh.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeesaas.txgkcn.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeesaas.zynbuz.top/jp.php,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,15,11,8,19,1,1,1,2672,1,25,10,84,0,0,0,0,0,0,5,1,0,0,0,25,0,http://networkcrypt.com,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,55,5,61,1,1,1,6084,0,115,129,190,0,0,0,0,1,0,15,0,0,0,0,151,0,https://quiet-chaja-dcefec.netlify.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceoseeaas.okxdbp.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceoseeaas.pzazgv.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceoseeaas.qucc.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceoseeaas.svmm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceoseeaas.ujtv.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://fairpollan.build067.wpsandbox.app/ko/red.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fairpollan.build067.wpsandbox.app/ko,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,46,5,58,1,0,1,2014,0,44,7,46,0,0,0,0,0,0,3,0,0,0,1,0,0,http://xn--mtamask-ot4c.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.gvjm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.iidxia.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.ixwhvl.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.jecrzy.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.jvuu.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.latofm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.ouvpkl.top/jp.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,46,0,0,0,93,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,https://kiba.tools/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.pehcvy.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.puazck.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.qaxnzo.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.qfuhtb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceosesaas.qkyqqw.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.mtbuiy.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.qfuhtb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.qigyji.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.scah.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.sjkppt.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.tddonu.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.thkray.top/jp.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,4,0,0,0,1148,0,6,7,26,0,1,0,0,0,0,2,0,0,0,0,6,0,http://loteriada-urodzinowa.pl/payment.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.umpc.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccoseeaas.vnfp.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.dwkxch.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.dzztwm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.flqikb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.gvjm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.idgton.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.latofm.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.mjhvde.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.okhusg.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.okxdbp.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.ouvpkl.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesccosesaas.ywqcdn.top/jp.php,1
1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,5,2,7,21,1,1,0,1137,0,18,1,41,0,1,1,0,1,0,2,0,0,0,0,20,0,https://codibmibyyhqdtwm-dot-indmi-drex-comxic-en.ue.r.appspot.com/#redacted@abuse.ionos.com,1
1,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,5,1,0,0,434,0,6,2,64,0,0,1,0,0,1,16,1,0,0,0,3,0,https://tisoo.godaddysites.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescecceesas.dkuc.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescecceesas.okhusg.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescecceesas.puazck.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescecceesas.qfuhtb.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescecceesas.qkyqqw.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescecceesas.sjkppt.top/jp.php,1
0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,17,1,3,0,1,1,0,740,0,14,0,26,0,1,1,0,1,1,9,0,0,0,0,22,1,https://dev7391.d379q8kr5csfh.amplifyapp.com/#redacted@abuse.ionos.com,1
